task_id,benchmark,model,status,error_type,latency_sec
mbpp/228,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.419
mbpp/229,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.34
mbpp/230,mbpp_sanitized,llama-3.3-70b,PASS,None,0.385
mbpp/231,mbpp_sanitized,llama-3.3-70b,PASS,None,0.445
mbpp/232,mbpp_sanitized,llama-3.3-70b,PASS,None,0.361
mbpp/233,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.368
mbpp/234,mbpp_sanitized,llama-3.3-70b,PASS,None,0.394
mbpp/235,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.319
mbpp/236,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.474
mbpp/237,mbpp_sanitized,llama-3.3-70b,PASS,None,0.415
mbpp/238,mbpp_sanitized,llama-3.3-70b,PASS,None,0.322
mbpp/239,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.516
mbpp/240,mbpp_sanitized,llama-3.3-70b,PASS,None,0.359
mbpp/241,mbpp_sanitized,llama-3.3-70b,PASS,None,0.492
mbpp/242,mbpp_sanitized,llama-3.3-70b,PASS,None,0.361
mbpp/243,mbpp_sanitized,llama-3.3-70b,PASS,None,0.472
mbpp/244,mbpp_sanitized,llama-3.3-70b,PASS,None,0.338
mbpp/245,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.702
mbpp/246,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.517
mbpp/247,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.677
mbpp/248,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.415
mbpp/249,mbpp_sanitized,llama-3.3-70b,PASS,None,0.375
mbpp/250,mbpp_sanitized,llama-3.3-70b,PASS,None,0.337
mbpp/251,mbpp_sanitized,llama-3.3-70b,PASS,None,0.366
mbpp/252,mbpp_sanitized,llama-3.3-70b,PASS,None,0.284
mbpp/253,mbpp_sanitized,llama-3.3-70b,PASS,None,0.366
mbpp/254,mbpp_sanitized,llama-3.3-70b,PASS,None,0.445
mbpp/255,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.263
mbpp/256,mbpp_sanitized,llama-3.3-70b,PASS,None,0.347
mbpp/257,mbpp_sanitized,llama-3.3-70b,PASS,None,0.31
mbpp/258,mbpp_sanitized,llama-3.3-70b,PASS,None,0.344
mbpp/259,mbpp_sanitized,llama-3.3-70b,PASS,None,0.426
mbpp/260,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.516
mbpp/261,mbpp_sanitized,llama-3.3-70b,PASS,None,0.42
mbpp/262,mbpp_sanitized,llama-3.3-70b,PASS,None,0.338
mbpp/263,mbpp_sanitized,llama-3.3-70b,PASS,None,0.31
mbpp/264,mbpp_sanitized,llama-3.3-70b,PASS,None,0.382
mbpp/265,mbpp_sanitized,llama-3.3-70b,PASS,None,0.373
mbpp/266,mbpp_sanitized,llama-3.3-70b,PASS,None,0.286
mbpp/267,mbpp_sanitized,llama-3.3-70b,PASS,None,0.318
mbpp/268,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.284
mbpp/269,mbpp_sanitized,llama-3.3-70b,PASS,None,0.25
mbpp/270,mbpp_sanitized,llama-3.3-70b,PASS,None,0.346
mbpp/271,mbpp_sanitized,llama-3.3-70b,PASS,None,0.353
mbpp/272,mbpp_sanitized,llama-3.3-70b,PASS,None,0.397
mbpp/273,mbpp_sanitized,llama-3.3-70b,PASS,None,0.272
mbpp/274,mbpp_sanitized,llama-3.3-70b,FAIL,NameError,0.34
mbpp/275,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.3
mbpp/276,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.273
mbpp/277,mbpp_sanitized,llama-3.3-70b,PASS,None,0.336
mbpp/278,mbpp_sanitized,llama-3.3-70b,PASS,None,0.349
mbpp/279,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.293
mbpp/280,mbpp_sanitized,llama-3.3-70b,PASS,None,0.338
mbpp/281,mbpp_sanitized,llama-3.3-70b,PASS,None,0.287
mbpp/282,mbpp_sanitized,llama-3.3-70b,PASS,None,0.286
mbpp/283,mbpp_sanitized,llama-3.3-70b,PASS,None,0.377
mbpp/284,mbpp_sanitized,llama-3.3-70b,PASS,None,0.341
mbpp/285,mbpp_sanitized,llama-3.3-70b,PASS,None,0.369
mbpp/286,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.571
mbpp/287,mbpp_sanitized,llama-3.3-70b,PASS,None,0.32
mbpp/288,mbpp_sanitized,llama-3.3-70b,FAIL,ValueError,0.361
mbpp/289,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.27
mbpp/290,mbpp_sanitized,llama-3.3-70b,PASS,None,0.465
mbpp/291,mbpp_sanitized,llama-3.3-70b,PASS,None,0.583
mbpp/292,mbpp_sanitized,llama-3.3-70b,PASS,None,0.334
mbpp/293,mbpp_sanitized,llama-3.3-70b,PASS,None,0.329
mbpp/294,mbpp_sanitized,llama-3.3-70b,PASS,None,0.426
mbpp/295,mbpp_sanitized,llama-3.3-70b,PASS,None,0.319
mbpp/296,mbpp_sanitized,llama-3.3-70b,PASS,None,0.35
mbpp/297,mbpp_sanitized,llama-3.3-70b,PASS,None,0.362
mbpp/298,mbpp_sanitized,llama-3.3-70b,PASS,None,0.348
mbpp/299,mbpp_sanitized,llama-3.3-70b,PASS,None,0.514
mbpp/300,mbpp_sanitized,llama-3.3-70b,PASS,None,0.497
mbpp/301,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.638
mbpp/302,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.409
mbpp/303,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.428
mbpp/304,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.365
mbpp/305,mbpp_sanitized,llama-3.3-70b,PASS,None,0.402
mbpp/306,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.685
mbpp/307,mbpp_sanitized,llama-3.3-70b,PASS,None,0.378
mbpp/308,mbpp_sanitized,llama-3.3-70b,PASS,None,0.353
mbpp/309,mbpp_sanitized,llama-3.3-70b,PASS,None,0.273
mbpp/310,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.366
mbpp/311,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.408
mbpp/312,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.374
mbpp/313,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.313
mbpp/314,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.537
mbpp/315,mbpp_sanitized,llama-3.3-70b,PASS,None,0.443
mbpp/316,mbpp_sanitized,llama-3.3-70b,PASS,None,0.387
mbpp/317,mbpp_sanitized,llama-3.3-70b,PASS,None,0.557
mbpp/318,mbpp_sanitized,llama-3.3-70b,PASS,None,0.446
mbpp/319,mbpp_sanitized,llama-3.3-70b,PASS,None,0.284
mbpp/320,mbpp_sanitized,llama-3.3-70b,PASS,None,0.374
mbpp/321,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.576
mbpp/322,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.41
mbpp/323,mbpp_sanitized,llama-3.3-70b,PASS,None,0.434
mbpp/324,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.409
mbpp/325,mbpp_sanitized,llama-3.3-70b,PASS,None,0.362
mbpp/326,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.769
mbpp/327,mbpp_sanitized,llama-3.3-70b,PASS,None,0.364
mbpp/328,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.384
mbpp/329,mbpp_sanitized,llama-3.3-70b,PASS,None,0.277
mbpp/330,mbpp_sanitized,llama-3.3-70b,PASS,None,0.353
mbpp/331,mbpp_sanitized,llama-3.3-70b,PASS,None,0.351
mbpp/332,mbpp_sanitized,llama-3.3-70b,PASS,None,0.483
mbpp/333,mbpp_sanitized,llama-3.3-70b,PASS,None,0.287
mbpp/334,mbpp_sanitized,llama-3.3-70b,PASS,None,0.328
mbpp/335,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.775
mbpp/336,mbpp_sanitized,llama-3.3-70b,PASS,None,0.292
mbpp/337,mbpp_sanitized,llama-3.3-70b,PASS,None,0.371
mbpp/338,mbpp_sanitized,llama-3.3-70b,PASS,None,0.403
mbpp/339,mbpp_sanitized,llama-3.3-70b,PASS,None,0.397
mbpp/340,mbpp_sanitized,llama-3.3-70b,PASS,None,0.346
mbpp/341,mbpp_sanitized,llama-3.3-70b,PASS,None,0.303
mbpp/342,mbpp_sanitized,llama-3.3-70b,PASS,None,0.69
mbpp/343,mbpp_sanitized,llama-3.3-70b,PASS,None,0.298
mbpp/344,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.375
mbpp/345,mbpp_sanitized,llama-3.3-70b,PASS,None,0.331
mbpp/346,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.573
mbpp/347,mbpp_sanitized,llama-3.3-70b,PASS,None,0.366
mbpp/348,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.38
mbpp/349,mbpp_sanitized,llama-3.3-70b,PASS,None,0.35
mbpp/350,mbpp_sanitized,llama-3.3-70b,PASS,None,0.549
mbpp/351,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.418
mbpp/352,mbpp_sanitized,llama-3.3-70b,PASS,None,0.627
mbpp/353,mbpp_sanitized,llama-3.3-70b,PASS,None,0.3
mbpp/354,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.43
mbpp/355,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.302
mbpp/356,mbpp_sanitized,llama-3.3-70b,PASS,None,0.359
mbpp/357,mbpp_sanitized,llama-3.3-70b,PASS,None,0.294
mbpp/358,mbpp_sanitized,llama-3.3-70b,PASS,None,0.355
mbpp/359,mbpp_sanitized,llama-3.3-70b,PASS,None,0.579
mbpp/360,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.41
mbpp/361,mbpp_sanitized,llama-3.3-70b,PASS,None,0.309
mbpp/362,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.381
mbpp/363,mbpp_sanitized,llama-3.3-70b,PASS,None,0.403
mbpp/364,mbpp_sanitized,llama-3.3-70b,PASS,None,0.54
mbpp/365,mbpp_sanitized,llama-3.3-70b,PASS,None,0.289
mbpp/366,mbpp_sanitized,llama-3.3-70b,PASS,None,0.385
mbpp/367,mbpp_sanitized,llama-3.3-70b,FAIL,NameError,0.513
mbpp/368,mbpp_sanitized,llama-3.3-70b,PASS,None,0.262
mbpp/369,mbpp_sanitized,llama-3.3-70b,PASS,None,0.4
mbpp/370,mbpp_sanitized,llama-3.3-70b,PASS,None,0.389
mbpp/371,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.704
mbpp/372,mbpp_sanitized,llama-3.3-70b,PASS,None,0.305
mbpp/373,mbpp_sanitized,llama-3.3-70b,PASS,None,0.333
mbpp/374,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.589
mbpp/375,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.289
mbpp/376,mbpp_sanitized,llama-3.3-70b,PASS,None,0.756
mbpp/377,mbpp_sanitized,llama-3.3-70b,PASS,None,0.291
mbpp/378,mbpp_sanitized,llama-3.3-70b,PASS,None,0.279
mbpp/379,mbpp_sanitized,llama-3.3-70b,PASS,None,0.287
mbpp/380,mbpp_sanitized,llama-3.3-70b,PASS,None,0.455
mbpp/381,mbpp_sanitized,llama-3.3-70b,PASS,None,0.324
mbpp/382,mbpp_sanitized,llama-3.3-70b,PASS,None,0.343
mbpp/383,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.401
mbpp/384,mbpp_sanitized,llama-3.3-70b,PASS,None,0.337
mbpp/385,mbpp_sanitized,llama-3.3-70b,PASS,None,0.415
mbpp/386,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.549
mbpp/387,mbpp_sanitized,llama-3.3-70b,PASS,None,0.307
mbpp/388,mbpp_sanitized,llama-3.3-70b,PASS,None,0.352
mbpp/389,mbpp_sanitized,llama-3.3-70b,PASS,None,0.505
mbpp/390,mbpp_sanitized,llama-3.3-70b,PASS,None,0.339
mbpp/391,mbpp_sanitized,llama-3.3-70b,PASS,None,0.449
mbpp/392,mbpp_sanitized,llama-3.3-70b,PASS,None,0.458
mbpp/393,mbpp_sanitized,llama-3.3-70b,PASS,None,0.331
mbpp/394,mbpp_sanitized,llama-3.3-70b,PASS,None,0.317
mbpp/395,mbpp_sanitized,llama-3.3-70b,PASS,None,0.402
mbpp/396,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.306
mbpp/397,mbpp_sanitized,llama-3.3-70b,PASS,None,0.264
mbpp/398,mbpp_sanitized,llama-3.3-70b,PASS,None,0.612
mbpp/399,mbpp_sanitized,llama-3.3-70b,PASS,None,0.411
mbpp/400,mbpp_sanitized,llama-3.3-70b,PASS,None,0.392
mbpp/401,mbpp_sanitized,llama-3.3-70b,PASS,None,0.375
mbpp/402,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.37
mbpp/403,mbpp_sanitized,llama-3.3-70b,PASS,None,0.71
mbpp/404,mbpp_sanitized,llama-3.3-70b,PASS,None,0.379
mbpp/405,mbpp_sanitized,llama-3.3-70b,PASS,None,0.466
mbpp/406,mbpp_sanitized,llama-3.3-70b,PASS,None,0.317
mbpp/407,mbpp_sanitized,llama-3.3-70b,PASS,None,0.333
mbpp/408,mbpp_sanitized,llama-3.3-70b,PASS,None,0.628
mbpp/409,mbpp_sanitized,llama-3.3-70b,PASS,None,0.241
mbpp/410,mbpp_sanitized,llama-3.3-70b,PASS,None,0.313
mbpp/411,mbpp_sanitized,llama-3.3-70b,PASS,None,0.432
mbpp/412,mbpp_sanitized,llama-3.3-70b,PASS,None,0.287
mbpp/413,mbpp_sanitized,llama-3.3-70b,PASS,None,0.317
mbpp/414,mbpp_sanitized,llama-3.3-70b,PASS,None,0.309
mbpp/415,mbpp_sanitized,llama-3.3-70b,PASS,None,0.361
mbpp/416,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.34
mbpp/417,mbpp_sanitized,llama-3.3-70b,PASS,None,0.438
mbpp/418,mbpp_sanitized,llama-3.3-70b,PASS,None,0.345
mbpp/419,mbpp_sanitized,llama-3.3-70b,PASS,None,0.451
mbpp/420,mbpp_sanitized,llama-3.3-70b,PASS,None,0.49
mbpp/421,mbpp_sanitized,llama-3.3-70b,PASS,None,0.395
mbpp/422,mbpp_sanitized,llama-3.3-70b,PASS,None,0.975
mbpp/423,mbpp_sanitized,llama-3.3-70b,PASS,None,1.091
mbpp/424,mbpp_sanitized,llama-3.3-70b,PASS,None,0.561
mbpp/425,mbpp_sanitized,llama-3.3-70b,PASS,None,0.757
mbpp/426,mbpp_sanitized,llama-3.3-70b,PASS,None,1.013
mbpp/427,mbpp_sanitized,llama-3.3-70b,PASS,None,0.449
mbpp/428,mbpp_sanitized,llama-3.3-70b,PASS,None,0.495
mbpp/429,mbpp_sanitized,llama-3.3-70b,PASS,None,0.494
mbpp/430,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.438
mbpp/431,mbpp_sanitized,llama-3.3-70b,PASS,None,0.447
mbpp/432,mbpp_sanitized,llama-3.3-70b,PASS,None,0.35
mbpp/433,mbpp_sanitized,llama-3.3-70b,PASS,None,0.474
mbpp/434,mbpp_sanitized,llama-3.3-70b,PASS,None,0.357
mbpp/435,mbpp_sanitized,llama-3.3-70b,PASS,None,0.347
mbpp/436,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.35
mbpp/437,mbpp_sanitized,llama-3.3-70b,PASS,None,0.348
mbpp/438,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.416
mbpp/439,mbpp_sanitized,llama-3.3-70b,PASS,None,0.383
mbpp/440,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.404
mbpp/441,mbpp_sanitized,llama-3.3-70b,PASS,None,0.305
mbpp/442,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.367
mbpp/443,mbpp_sanitized,llama-3.3-70b,PASS,None,0.523
mbpp/444,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.478
mbpp/445,mbpp_sanitized,llama-3.3-70b,PASS,None,0.442
mbpp/446,mbpp_sanitized,llama-3.3-70b,PASS,None,0.485
mbpp/447,mbpp_sanitized,llama-3.3-70b,PASS,None,0.299
mbpp/448,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.408
mbpp/449,mbpp_sanitized,llama-3.3-70b,PASS,None,0.494
mbpp/450,mbpp_sanitized,llama-3.3-70b,PASS,None,0.357
mbpp/451,mbpp_sanitized,llama-3.3-70b,PASS,None,0.307
mbpp/452,mbpp_sanitized,llama-3.3-70b,PASS,None,0.307
mbpp/453,mbpp_sanitized,llama-3.3-70b,PASS,None,0.37
mbpp/454,mbpp_sanitized,llama-3.3-70b,PASS,None,0.493
mbpp/455,mbpp_sanitized,llama-3.3-70b,PASS,None,0.49
mbpp/456,mbpp_sanitized,llama-3.3-70b,PASS,None,0.275
mbpp/457,mbpp_sanitized,llama-3.3-70b,PASS,None,0.394
mbpp/458,mbpp_sanitized,llama-3.3-70b,PASS,None,0.334
mbpp/459,mbpp_sanitized,llama-3.3-70b,PASS,None,0.295
mbpp/460,mbpp_sanitized,llama-3.3-70b,PASS,None,0.364
mbpp/461,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.289
mbpp/462,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.34
mbpp/463,mbpp_sanitized,llama-3.3-70b,PASS,None,0.51
mbpp/464,mbpp_sanitized,llama-3.3-70b,PASS,None,0.323
mbpp/465,mbpp_sanitized,llama-3.3-70b,PASS,None,0.317
mbpp/466,mbpp_sanitized,llama-3.3-70b,PASS,None,0.514
mbpp/467,mbpp_sanitized,llama-3.3-70b,PASS,None,0.323
mbpp/468,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.436
mbpp/469,mbpp_sanitized,llama-3.3-70b,PASS,None,0.635
mbpp/470,mbpp_sanitized,llama-3.3-70b,PASS,None,0.32
mbpp/471,mbpp_sanitized,llama-3.3-70b,PASS,None,0.364
mbpp/472,mbpp_sanitized,llama-3.3-70b,PASS,None,0.382
mbpp/473,mbpp_sanitized,llama-3.3-70b,PASS,None,0.414
mbpp/474,mbpp_sanitized,llama-3.3-70b,PASS,None,0.262
mbpp/475,mbpp_sanitized,llama-3.3-70b,PASS,None,0.343
mbpp/476,mbpp_sanitized,llama-3.3-70b,PASS,None,0.273
mbpp/477,mbpp_sanitized,llama-3.3-70b,PASS,None,0.331
mbpp/478,mbpp_sanitized,llama-3.3-70b,PASS,None,0.662
mbpp/479,mbpp_sanitized,llama-3.3-70b,PASS,None,0.317
mbpp/480,mbpp_sanitized,llama-3.3-70b,PASS,None,0.377
mbpp/481,mbpp_sanitized,llama-3.3-70b,PASS,None,0.832
mbpp/482,mbpp_sanitized,llama-3.3-70b,PASS,None,0.344
mbpp/483,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.332
mbpp/484,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.41
mbpp/485,mbpp_sanitized,llama-3.3-70b,PASS,None,0.42
mbpp/486,mbpp_sanitized,llama-3.3-70b,PASS,None,0.287
mbpp/487,mbpp_sanitized,llama-3.3-70b,PASS,None,0.378
mbpp/488,mbpp_sanitized,llama-3.3-70b,FAIL,NameError,0.395
mbpp/489,mbpp_sanitized,llama-3.3-70b,PASS,None,0.293
mbpp/490,mbpp_sanitized,llama-3.3-70b,PASS,None,0.423
mbpp/491,mbpp_sanitized,llama-3.3-70b,PASS,None,0.412
mbpp/492,mbpp_sanitized,llama-3.3-70b,PASS,None,0.429
mbpp/493,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.65
mbpp/494,mbpp_sanitized,llama-3.3-70b,PASS,None,0.357
mbpp/495,mbpp_sanitized,llama-3.3-70b,PASS,None,0.26
mbpp/496,mbpp_sanitized,llama-3.3-70b,PASS,None,0.324
mbpp/497,mbpp_sanitized,llama-3.3-70b,PASS,None,0.374
mbpp/498,mbpp_sanitized,llama-3.3-70b,PASS,None,0.295
mbpp/499,mbpp_sanitized,llama-3.3-70b,PASS,None,0.266
mbpp/500,mbpp_sanitized,llama-3.3-70b,PASS,None,0.295
mbpp/501,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.343
mbpp/502,mbpp_sanitized,llama-3.3-70b,PASS,None,0.217
mbpp/503,mbpp_sanitized,llama-3.3-70b,PASS,None,0.345
mbpp/504,mbpp_sanitized,llama-3.3-70b,PASS,None,0.303
mbpp/505,mbpp_sanitized,llama-3.3-70b,PASS,None,0.352
mbpp/506,mbpp_sanitized,llama-3.3-70b,PASS,None,0.364
mbpp/507,mbpp_sanitized,llama-3.3-70b,PASS,None,0.338
mbpp/508,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.57
mbpp/509,mbpp_sanitized,llama-3.3-70b,PASS,None,0.39
mbpp/510,mbpp_sanitized,llama-3.3-70b,FAIL,AssertionError,0.474
HumanEval/3,humaneval,gpt-oss-120b,PASS,None,0.443
HumanEval/4,humaneval,gpt-oss-120b,PASS,None,0.485
HumanEval/5,humaneval,gpt-oss-120b,PASS,None,0.507
HumanEval/6,humaneval,gpt-oss-120b,PASS,None,0.705
HumanEval/7,humaneval,gpt-oss-120b,PASS,None,0.447
HumanEval/8,humaneval,gpt-oss-120b,PASS,None,0.585
HumanEval/9,humaneval,gpt-oss-120b,PASS,None,0.673
HumanEval/10,humaneval,gpt-oss-120b,PASS,None,1.794
HumanEval/11,humaneval,gpt-oss-120b,PASS,None,0.945
HumanEval/12,humaneval,gpt-oss-120b,PASS,None,0.586
HumanEval/13,humaneval,gpt-oss-120b,PASS,None,0.716
HumanEval/14,humaneval,gpt-oss-120b,PASS,None,0.585
HumanEval/15,humaneval,gpt-oss-120b,PASS,None,0.507
HumanEval/16,humaneval,gpt-oss-120b,PASS,None,0.544
HumanEval/17,humaneval,gpt-oss-120b,PASS,None,1.449
HumanEval/18,humaneval,gpt-oss-120b,PASS,None,0.666
HumanEval/19,humaneval,gpt-oss-120b,PASS,None,0.881
HumanEval/20,humaneval,gpt-oss-120b,PASS,None,1.202
HumanEval/21,humaneval,gpt-oss-120b,PASS,None,0.808
HumanEval/22,humaneval,gpt-oss-120b,PASS,None,0.65
HumanEval/23,humaneval,gpt-oss-120b,PASS,None,0.424
HumanEval/24,humaneval,gpt-oss-120b,PASS,None,1.01
HumanEval/25,humaneval,gpt-oss-120b,PASS,None,0.783
HumanEval/26,humaneval,gpt-oss-120b,PASS,None,0.46
HumanEval/27,humaneval,gpt-oss-120b,PASS,None,0.495
HumanEval/28,humaneval,gpt-oss-120b,PASS,None,0.344
HumanEval/29,humaneval,gpt-oss-120b,PASS,None,0.362
HumanEval/30,humaneval,gpt-oss-120b,PASS,None,0.655
HumanEval/31,humaneval,gpt-oss-120b,PASS,None,0.82
HumanEval/32,humaneval,gpt-oss-120b,FAIL,AssertionError,1.426
HumanEval/33,humaneval,gpt-oss-120b,PASS,None,1.519
HumanEval/34,humaneval,gpt-oss-120b,PASS,None,0.478
HumanEval/35,humaneval,gpt-oss-120b,PASS,None,0.713
HumanEval/36,humaneval,gpt-oss-120b,PASS,None,1.4
HumanEval/37,humaneval,gpt-oss-120b,PASS,None,1.572
HumanEval/38,humaneval,gpt-oss-120b,PASS,None,1.186
HumanEval/39,humaneval,gpt-oss-120b,PASS,None,1.946
HumanEval/40,humaneval,gpt-oss-120b,PASS,None,1.078
HumanEval/41,humaneval,gpt-oss-120b,PASS,None,1.288
HumanEval/42,humaneval,gpt-oss-120b,PASS,None,0.622
HumanEval/43,humaneval,gpt-oss-120b,PASS,None,1.213
HumanEval/44,humaneval,gpt-oss-120b,PASS,None,0.616
HumanEval/45,humaneval,gpt-oss-120b,PASS,None,0.49
HumanEval/46,humaneval,gpt-oss-120b,PASS,None,0.907
HumanEval/47,humaneval,gpt-oss-120b,PASS,None,1.003
HumanEval/48,humaneval,gpt-oss-120b,PASS,None,0.577
HumanEval/49,humaneval,gpt-oss-120b,PASS,None,0.649
HumanEval/50,humaneval,gpt-oss-120b,PASS,None,0.501
HumanEval/51,humaneval,gpt-oss-120b,PASS,None,0.49
HumanEval/52,humaneval,gpt-oss-120b,PASS,None,0.577
HumanEval/53,humaneval,gpt-oss-120b,PASS,None,0.443
HumanEval/54,humaneval,gpt-oss-120b,PASS,None,1.739
HumanEval/55,humaneval,gpt-oss-120b,PASS,None,0.855
HumanEval/56,humaneval,gpt-oss-120b,PASS,None,0.666
HumanEval/57,humaneval,gpt-oss-120b,PASS,None,0.785
HumanEval/58,humaneval,gpt-oss-120b,PASS,None,0.6
HumanEval/59,humaneval,gpt-oss-120b,PASS,None,0.907
HumanEval/60,humaneval,gpt-oss-120b,PASS,None,0.756
HumanEval/61,humaneval,gpt-oss-120b,PASS,None,0.874
HumanEval/62,humaneval,gpt-oss-120b,PASS,None,0.718
HumanEval/63,humaneval,gpt-oss-120b,PASS,None,1.709
HumanEval/64,humaneval,gpt-oss-120b,PASS,None,0.987
HumanEval/65,humaneval,gpt-oss-120b,PASS,None,1.159
HumanEval/66,humaneval,gpt-oss-120b,PASS,None,0.649
HumanEval/67,humaneval,gpt-oss-120b,PASS,None,0.633
HumanEval/68,humaneval,gpt-oss-120b,PASS,None,0.839
HumanEval/69,humaneval,gpt-oss-120b,PASS,None,0.609
HumanEval/70,humaneval,gpt-oss-120b,PASS,None,0.864
HumanEval/71,humaneval,gpt-oss-120b,PASS,None,1.273
HumanEval/72,humaneval,gpt-oss-120b,PASS,None,0.67
HumanEval/73,humaneval,gpt-oss-120b,PASS,None,1.267
HumanEval/74,humaneval,gpt-oss-120b,PASS,None,1.072
HumanEval/75,humaneval,gpt-oss-120b,PASS,None,1.176
HumanEval/76,humaneval,gpt-oss-120b,PASS,None,1.066
HumanEval/77,humaneval,gpt-oss-120b,PASS,None,1.224
HumanEval/78,humaneval,gpt-oss-120b,PASS,None,0.626
HumanEval/79,humaneval,gpt-oss-120b,PASS,None,0.738
HumanEval/80,humaneval,gpt-oss-120b,PASS,None,0.744
HumanEval/81,humaneval,gpt-oss-120b,PASS,None,1.698
HumanEval/82,humaneval,gpt-oss-120b,PASS,None,0.582
HumanEval/83,humaneval,gpt-oss-120b,PASS,None,1.415
HumanEval/84,humaneval,gpt-oss-120b,PASS,None,0.887
HumanEval/85,humaneval,gpt-oss-120b,PASS,None,0.802
HumanEval/86,humaneval,gpt-oss-120b,PASS,None,1.346
HumanEval/87,humaneval,gpt-oss-120b,PASS,None,0.747
HumanEval/88,humaneval,gpt-oss-120b,PASS,None,1.194
HumanEval/89,humaneval,gpt-oss-120b,PASS,None,0.974
HumanEval/90,humaneval,gpt-oss-120b,PASS,None,0.785
HumanEval/91,humaneval,gpt-oss-120b,PASS,None,0.826
HumanEval/92,humaneval,gpt-oss-120b,PASS,None,0.889
HumanEval/93,humaneval,gpt-oss-120b,PASS,None,2.469
HumanEval/94,humaneval,gpt-oss-120b,PASS,None,1.023
HumanEval/95,humaneval,gpt-oss-120b,PASS,None,0.974
HumanEval/96,humaneval,gpt-oss-120b,PASS,None,0.825
HumanEval/97,humaneval,gpt-oss-120b,PASS,None,0.981
